2020-09-09 00:20:36 INFO  RunTestCase:387 - ==============Run main=========================
2020-09-09 00:20:37 INFO  RunTestCase:399 - ======== Read TestCase ========= D:\kiemchungphanmem\code selenium\selenium\..\Testcase\testcase_create Account.xlsx
2020-09-09 00:20:37 INFO  RunTestCase:402 - ======== Read Input TestCase ========= D:\kiemchungphanmem\code selenium\selenium\..\DataInput\create Account.xlsx
2020-09-09 00:20:37 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công với tất cả trường đều rỗng có check Conditon=================================
2020-09-09 00:20:41 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:20:41 INFO  RunTestCase:75 - 1
2020-09-09 00:20:42 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:20:42 INFO  RunTestCase:75 - 2
2020-09-09 00:20:42 INFO  RunTestCase:87 - INPUT data id FullName Value 
2020-09-09 00:20:42 INFO  RunTestCase:75 - 3
2020-09-09 00:20:42 INFO  RunTestCase:87 - INPUT data id Email Value 
2020-09-09 00:20:42 INFO  RunTestCase:75 - 4
2020-09-09 00:20:42 INFO  RunTestCase:87 - INPUT data id UserName Value 
2020-09-09 00:20:42 INFO  RunTestCase:75 - 5
2020-09-09 00:20:42 INFO  RunTestCase:87 - INPUT data id Password Value 
2020-09-09 00:20:42 INFO  RunTestCase:75 - 6
2020-09-09 00:20:42 INFO  RunTestCase:87 - INPUT data id ConfirmPassword Value 
2020-09-09 00:20:42 INFO  RunTestCase:75 - 7
2020-09-09 00:20:42 INFO  RunTestCase:128 - SELECT ID: What is your favorite colors?
2020-09-09 00:20:42 INFO  RunTestCase:75 - 8
2020-09-09 00:20:42 INFO  RunTestCase:87 - INPUT data id Answer Value 
2020-09-09 00:20:42 INFO  RunTestCase:75 - 9
2020-09-09 00:20:42 INFO  RunTestCase:115 - CLICK class register-check-box
2020-09-09 00:20:42 INFO  RunTestCase:75 - 10
2020-09-09 00:20:43 INFO  RunTestCase:111 - CLICK id StepNextButton
2020-09-09 00:20:43 INFO  RunTestCase:62 - End Run Step TestCase
2020-09-09 00:20:43 INFO  RunTestCase:64 - Start Run Check Result TestCase
2020-09-09 00:20:43 INFO  RunTestCase:148 - checkActualResult 1
2020-09-09 00:20:43 INFO  RunTestCase:188 - checkActualResult EQUAL http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1
2020-09-09 00:20:43 INFO  RunTestCase:148 - checkActualResult 2
2020-09-09 00:20:43 INFO  RunTestCase:270 - checkActualResult EMPTY FullName
2020-09-09 00:20:43 INFO  RunTestCase:148 - checkActualResult 3
2020-09-09 00:20:43 INFO  RunTestCase:270 - checkActualResult EMPTY Email
2020-09-09 00:20:43 INFO  RunTestCase:148 - checkActualResult 4
2020-09-09 00:20:43 INFO  RunTestCase:270 - checkActualResult EMPTY UserName
2020-09-09 00:20:43 INFO  RunTestCase:148 - checkActualResult 5
2020-09-09 00:20:43 INFO  RunTestCase:270 - checkActualResult EMPTY Password
2020-09-09 00:20:43 INFO  RunTestCase:148 - checkActualResult 6
2020-09-09 00:20:43 INFO  RunTestCase:270 - checkActualResult EMPTY ConfirmPassword
2020-09-09 00:20:43 INFO  RunTestCase:148 - checkActualResult 7
2020-09-09 00:20:43 INFO  RunTestCase:270 - checkActualResult EMPTY Answer
2020-09-09 00:20:43 INFO  RunTestCase:353 - same with ExpectedResult
2020-09-09 00:20:43 INFO  RunTestCase:355 - Pass
2020-09-09 00:20:43 INFO  RunTestCase:67 - End Run Check Result TestCase
2020-09-09 00:20:43 INFO  RunTestCase:411 - End===========================Đăng kí không thành công với tất cả trường đều rỗng có check Conditon=================================
2020-09-09 00:20:43 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công với tất cả trường đều rỗng có không check Conditon=================================
2020-09-09 00:20:47 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:20:47 INFO  RunTestCase:75 - 1
2020-09-09 00:20:48 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:20:48 INFO  RunTestCase:75 - 2
2020-09-09 00:20:48 INFO  RunTestCase:87 - INPUT data id FullName Value 
2020-09-09 00:20:48 INFO  RunTestCase:75 - 3
2020-09-09 00:20:48 INFO  RunTestCase:87 - INPUT data id Email Value 
2020-09-09 00:20:48 INFO  RunTestCase:75 - 4
2020-09-09 00:20:48 INFO  RunTestCase:87 - INPUT data id UserName Value 
2020-09-09 00:20:48 INFO  RunTestCase:75 - 5
2020-09-09 00:20:48 INFO  RunTestCase:87 - INPUT data id Password Value 
2020-09-09 00:20:48 INFO  RunTestCase:75 - 6
2020-09-09 00:20:48 INFO  RunTestCase:87 - INPUT data id ConfirmPassword Value 
2020-09-09 00:20:48 INFO  RunTestCase:75 - 7
2020-09-09 00:20:48 INFO  RunTestCase:128 - SELECT ID: What is your father's nickname?
2020-09-09 00:20:48 INFO  RunTestCase:75 - 8
2020-09-09 00:20:48 INFO  RunTestCase:87 - INPUT data id Answer Value 
2020-09-09 00:20:48 INFO  RunTestCase:75 - 9
2020-09-09 00:20:49 INFO  RunTestCase:111 - CLICK id StepNextButton
2020-09-09 00:20:49 INFO  RunTestCase:62 - End Run Step TestCase
2020-09-09 00:20:49 INFO  RunTestCase:64 - Start Run Check Result TestCase
2020-09-09 00:20:49 INFO  RunTestCase:148 - checkActualResult 1
2020-09-09 00:20:49 INFO  RunTestCase:188 - checkActualResult EQUAL http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1
2020-09-09 00:20:49 INFO  RunTestCase:148 - checkActualResult 2
2020-09-09 00:20:49 INFO  RunTestCase:231 - checkActualResult NOTEMPTY Please
2020-09-09 00:20:49 INFO  RunTestCase:358 - Not GET URL : http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1

2020-09-09 00:20:49 INFO  RunTestCase:360 - Fail
2020-09-09 00:20:49 INFO  RunTestCase:67 - End Run Check Result TestCase
2020-09-09 00:20:49 INFO  RunTestCase:411 - End===========================Đăng kí không thành công với tất cả trường đều rỗng có không check Conditon=================================
2020-09-09 00:20:49 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công | Đăng ký với fullname có ký tự đặt biệt=================================
2020-09-09 00:20:52 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:20:52 INFO  RunTestCase:75 - 1
2020-09-09 00:20:53 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:20:53 INFO  RunTestCase:75 - 2
2020-09-09 00:20:53 INFO  RunTestCase:87 - INPUT data id FullName Value asd---------
2020-09-09 00:20:53 INFO  RunTestCase:75 - 3
2020-09-09 00:20:53 INFO  RunTestCase:87 - INPUT data id Email Value testVip0@gmail.com
2020-09-09 00:20:53 INFO  RunTestCase:75 - 4
2020-09-09 00:20:53 INFO  RunTestCase:87 - INPUT data id UserName Value vip0
2020-09-09 00:20:53 INFO  RunTestCase:75 - 5
2020-09-09 00:20:53 INFO  RunTestCase:87 - INPUT data id Password Value 1testvip-123
2020-09-09 00:20:53 INFO  RunTestCase:75 - 6
2020-09-09 00:20:53 INFO  RunTestCase:87 - INPUT data id ConfirmPassword Value 1testvip-123
2020-09-09 00:20:53 INFO  RunTestCase:75 - 7
2020-09-09 00:20:53 INFO  RunTestCase:128 - SELECT ID: What is your favorite colors?
2020-09-09 00:20:53 INFO  RunTestCase:75 - 8
2020-09-09 00:20:53 INFO  RunTestCase:87 - INPUT data id Answer Value Red0
2020-09-09 00:20:53 INFO  RunTestCase:75 - 9
2020-09-09 00:20:54 INFO  RunTestCase:115 - CLICK class register-check-box
2020-09-09 00:20:54 INFO  RunTestCase:75 - 10
2020-09-09 00:20:54 INFO  RunTestCase:111 - CLICK id StepNextButton
2020-09-09 00:20:54 INFO  RunTestCase:62 - End Run Step TestCase
2020-09-09 00:20:54 INFO  RunTestCase:64 - Start Run Check Result TestCase
2020-09-09 00:20:54 INFO  RunTestCase:148 - checkActualResult 1
2020-09-09 00:20:54 INFO  RunTestCase:188 - checkActualResult EQUAL http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1
2020-09-09 00:20:54 INFO  RunTestCase:148 - checkActualResult 2
2020-09-09 00:20:54 INFO  RunTestCase:231 - checkActualResult NOTEMPTY text-danger
2020-09-09 00:20:54 INFO  RunTestCase:358 - Not EXIST CLASS: text-danger

2020-09-09 00:20:54 INFO  RunTestCase:360 - Fail
2020-09-09 00:20:54 INFO  RunTestCase:67 - End Run Check Result TestCase
2020-09-09 00:20:54 INFO  RunTestCase:411 - End===========================Đăng kí không thành công | Đăng ký với fullname có ký tự đặt biệt=================================
2020-09-09 00:20:54 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công | Đăng ký với fullname với hơn 255 ký tự=================================
2020-09-09 00:20:58 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:20:58 INFO  RunTestCase:75 - 1
2020-09-09 00:20:58 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:20:58 INFO  RunTestCase:75 - 2
2020-09-09 00:20:58 INFO  RunTestCase:87 - INPUT data id FullName Value Calculate the length of your string of text or numbers to check the number of characters it contains! Using our online character counting tool is quick and easy! This tool is great for computer programmers,sss web developers, writers, and other programmers. 
2020-09-09 00:20:58 INFO  RunTestCase:75 - 3
2020-09-09 00:20:59 INFO  RunTestCase:87 - INPUT data id Email Value testVip1@gmail.com
2020-09-09 00:20:59 INFO  RunTestCase:75 - 4
2020-09-09 00:20:59 INFO  RunTestCase:87 - INPUT data id UserName Value vip1
2020-09-09 00:20:59 INFO  RunTestCase:75 - 5
2020-09-09 00:20:59 INFO  RunTestCase:87 - INPUT data id Password Value 1testvip-124
2020-09-09 00:20:59 INFO  RunTestCase:75 - 6
2020-09-09 00:20:59 INFO  RunTestCase:87 - INPUT data id ConfirmPassword Value 1testvip-124
2020-09-09 00:20:59 INFO  RunTestCase:75 - 7
2020-09-09 00:20:59 INFO  RunTestCase:128 - SELECT ID: What is your father's nickname?
2020-09-09 00:20:59 INFO  RunTestCase:75 - 8
2020-09-09 00:20:59 INFO  RunTestCase:87 - INPUT data id Answer Value Red1
2020-09-09 00:20:59 INFO  RunTestCase:75 - 9
2020-09-09 00:20:59 INFO  RunTestCase:115 - CLICK class register-check-box
2020-09-09 00:20:59 INFO  RunTestCase:75 - 10
2020-09-09 00:20:59 INFO  RunTestCase:111 - CLICK id StepNextButton
2020-09-09 00:20:59 INFO  RunTestCase:62 - End Run Step TestCase
2020-09-09 00:20:59 INFO  RunTestCase:64 - Start Run Check Result TestCase
2020-09-09 00:20:59 INFO  RunTestCase:148 - checkActualResult 1
2020-09-09 00:20:59 INFO  RunTestCase:188 - checkActualResult EQUAL http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1
2020-09-09 00:20:59 INFO  RunTestCase:148 - checkActualResult 2
2020-09-09 00:20:59 INFO  RunTestCase:231 - checkActualResult NOTEMPTY text-danger
2020-09-09 00:20:59 INFO  RunTestCase:358 - Not EXIST CLASS: text-danger

2020-09-09 00:20:59 INFO  RunTestCase:360 - Fail
2020-09-09 00:20:59 INFO  RunTestCase:67 - End Run Check Result TestCase
2020-09-09 00:21:00 INFO  RunTestCase:411 - End===========================Đăng kí không thành công | Đăng ký với fullname với hơn 255 ký tự=================================
2020-09-09 00:21:00 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công | Đăng ký với email rỗng=================================
2020-09-09 00:21:03 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:21:03 INFO  RunTestCase:75 - 1
2020-09-09 00:21:04 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:21:04 INFO  RunTestCase:75 - 2
2020-09-09 00:21:04 INFO  RunTestCase:87 - INPUT data id FullName Value testVip2
2020-09-09 00:21:04 INFO  RunTestCase:75 - 3
2020-09-09 00:21:04 INFO  RunTestCase:87 - INPUT data id Email Value 
2020-09-09 00:21:04 INFO  RunTestCase:75 - 4
2020-09-09 00:21:04 INFO  RunTestCase:87 - INPUT data id UserName Value vip2
2020-09-09 00:21:04 INFO  RunTestCase:75 - 5
2020-09-09 00:21:04 INFO  RunTestCase:87 - INPUT data id Password Value 1testvip-125
2020-09-09 00:21:04 INFO  RunTestCase:75 - 6
2020-09-09 00:21:04 INFO  RunTestCase:87 - INPUT data id ConfirmPassword Value 1testvip-125
2020-09-09 00:21:04 INFO  RunTestCase:75 - 7
2020-09-09 00:21:04 INFO  RunTestCase:128 - SELECT ID: What is your favorite colors?
2020-09-09 00:21:04 INFO  RunTestCase:75 - 8
2020-09-09 00:21:04 INFO  RunTestCase:87 - INPUT data id Answer Value Red2
2020-09-09 00:21:04 INFO  RunTestCase:75 - 9
2020-09-09 00:21:04 INFO  RunTestCase:115 - CLICK class register-check-box
2020-09-09 00:21:04 INFO  RunTestCase:75 - 10
2020-09-09 00:21:05 INFO  RunTestCase:111 - CLICK id StepNextButton
2020-09-09 00:21:05 INFO  RunTestCase:62 - End Run Step TestCase
2020-09-09 00:21:05 INFO  RunTestCase:64 - Start Run Check Result TestCase
2020-09-09 00:21:05 INFO  RunTestCase:148 - checkActualResult 1
2020-09-09 00:21:05 INFO  RunTestCase:188 - checkActualResult EQUAL http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1
2020-09-09 00:21:05 INFO  RunTestCase:148 - checkActualResult 2
2020-09-09 00:21:05 INFO  RunTestCase:231 - checkActualResult NOTEMPTY text-danger
2020-09-09 00:21:05 INFO  RunTestCase:358 - VALUE OF CLASS EMPTY: 

2020-09-09 00:21:05 INFO  RunTestCase:360 - Fail
2020-09-09 00:21:05 INFO  RunTestCase:67 - End Run Check Result TestCase
2020-09-09 00:21:06 INFO  RunTestCase:411 - End===========================Đăng kí không thành công | Đăng ký với email rỗng=================================
2020-09-09 00:21:06 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công | Đăng ký với email có ký tự đặt biệt=================================
2020-09-09 00:21:09 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:21:09 INFO  RunTestCase:75 - 1
2020-09-09 00:21:09 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:21:09 INFO  RunTestCase:75 - 2
2020-09-09 00:21:09 INFO  RunTestCase:87 - INPUT data id FullName Value testVip3
2020-09-09 00:21:09 INFO  RunTestCase:75 - 3
2020-09-09 00:21:09 INFO  RunTestCase:87 - INPUT data id Email Value testVip3asd---------@gmail.com
2020-09-09 00:21:09 INFO  RunTestCase:75 - 4
2020-09-09 00:21:09 INFO  RunTestCase:87 - INPUT data id UserName Value vip3
2020-09-09 00:21:09 INFO  RunTestCase:75 - 5
2020-09-09 00:21:09 INFO  RunTestCase:87 - INPUT data id Password Value 1testvip-126
2020-09-09 00:21:09 INFO  RunTestCase:75 - 6
2020-09-09 00:21:09 INFO  RunTestCase:87 - INPUT data id ConfirmPassword Value 1testvip-126
2020-09-09 00:21:09 INFO  RunTestCase:75 - 7
2020-09-09 00:21:10 INFO  RunTestCase:128 - SELECT ID: What is your father's nickname?
2020-09-09 00:21:10 INFO  RunTestCase:75 - 8
2020-09-09 00:21:10 INFO  RunTestCase:87 - INPUT data id Answer Value Red3
2020-09-09 00:21:10 INFO  RunTestCase:75 - 9
2020-09-09 00:21:10 INFO  RunTestCase:115 - CLICK class register-check-box
2020-09-09 00:21:10 INFO  RunTestCase:75 - 10
2020-09-09 00:21:10 INFO  RunTestCase:111 - CLICK id StepNextButton
2020-09-09 00:21:10 INFO  RunTestCase:62 - End Run Step TestCase
2020-09-09 00:21:10 INFO  RunTestCase:64 - Start Run Check Result TestCase
2020-09-09 00:21:10 INFO  RunTestCase:148 - checkActualResult 1
2020-09-09 00:21:10 INFO  RunTestCase:188 - checkActualResult EQUAL http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1
2020-09-09 00:21:10 INFO  RunTestCase:148 - checkActualResult 2
2020-09-09 00:21:10 INFO  RunTestCase:231 - checkActualResult NOTEMPTY text-danger
2020-09-09 00:21:10 INFO  RunTestCase:358 - Not EXIST CLASS: text-danger

2020-09-09 00:21:10 INFO  RunTestCase:360 - Fail
2020-09-09 00:21:10 INFO  RunTestCase:67 - End Run Check Result TestCase
2020-09-09 00:21:11 INFO  RunTestCase:411 - End===========================Đăng kí không thành công | Đăng ký với email có ký tự đặt biệt=================================
2020-09-09 00:21:11 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công | Đăng ký với email có hơn 255 ký tự=================================
2020-09-09 00:21:14 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:21:14 INFO  RunTestCase:75 - 1
2020-09-09 00:21:15 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:21:15 INFO  RunTestCase:75 - 2
2020-09-09 00:21:15 INFO  RunTestCase:87 - INPUT data id FullName Value testVip4
2020-09-09 00:21:15 INFO  RunTestCase:75 - 3
2020-09-09 00:21:15 INFO  RunTestCase:87 - INPUT data id Email Value Calculate the length of your string of text or numbers to check the number of characters it contains! Using our online character counting tool is quick and easy! This tool is great for computer programmers,sss web developers, writers, and other programmers. @gmail.com
2020-09-09 00:21:15 INFO  RunTestCase:75 - 4
2020-09-09 00:21:15 INFO  RunTestCase:87 - INPUT data id UserName Value vip4
2020-09-09 00:21:15 INFO  RunTestCase:75 - 5
2020-09-09 00:21:15 INFO  RunTestCase:87 - INPUT data id Password Value 1testvip-127
2020-09-09 00:21:15 INFO  RunTestCase:75 - 6
2020-09-09 00:21:15 INFO  RunTestCase:87 - INPUT data id ConfirmPassword Value 1testvip-127
2020-09-09 00:21:15 INFO  RunTestCase:75 - 7
2020-09-09 00:21:15 INFO  RunTestCase:128 - SELECT ID: What is your favorite colors?
2020-09-09 00:21:15 INFO  RunTestCase:75 - 8
2020-09-09 00:21:15 INFO  RunTestCase:87 - INPUT data id Answer Value Red4
2020-09-09 00:21:15 INFO  RunTestCase:75 - 9
2020-09-09 00:21:16 INFO  RunTestCase:115 - CLICK class register-check-box
2020-09-09 00:21:16 INFO  RunTestCase:75 - 10
2020-09-09 00:21:16 INFO  RunTestCase:111 - CLICK id StepNextButton
2020-09-09 00:21:16 INFO  RunTestCase:62 - End Run Step TestCase
2020-09-09 00:21:16 INFO  RunTestCase:64 - Start Run Check Result TestCase
2020-09-09 00:21:16 INFO  RunTestCase:148 - checkActualResult 1
2020-09-09 00:21:16 INFO  RunTestCase:188 - checkActualResult EQUAL http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1
2020-09-09 00:21:16 INFO  RunTestCase:148 - checkActualResult 2
2020-09-09 00:21:16 INFO  RunTestCase:231 - checkActualResult NOTEMPTY text-danger
2020-09-09 00:21:16 INFO  RunTestCase:358 - VALUE OF CLASS EMPTY: 

2020-09-09 00:21:16 INFO  RunTestCase:360 - Fail
2020-09-09 00:21:16 INFO  RunTestCase:67 - End Run Check Result TestCase
2020-09-09 00:21:17 INFO  RunTestCase:411 - End===========================Đăng kí không thành công | Đăng ký với email có hơn 255 ký tự=================================
2020-09-09 00:21:17 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công | Đăng ký với username rỗng=================================
2020-09-09 00:21:20 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:21:20 INFO  RunTestCase:75 - 1
2020-09-09 00:21:23 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:21:23 INFO  RunTestCase:75 - 2
2020-09-09 00:21:23 INFO  RunTestCase:87 - INPUT data id FullName Value testVip5
2020-09-09 00:21:23 INFO  RunTestCase:75 - 3
2020-09-09 00:21:23 INFO  RunTestCase:87 - INPUT data id Email Value testVip5@gmail.com
2020-09-09 00:21:23 INFO  RunTestCase:75 - 4
2020-09-09 00:21:23 INFO  RunTestCase:87 - INPUT data id UserName Value 
2020-09-09 00:21:23 INFO  RunTestCase:75 - 5
2020-09-09 00:21:23 INFO  RunTestCase:87 - INPUT data id Password Value 1testvip-128
2020-09-09 00:21:23 INFO  RunTestCase:75 - 6
2020-09-09 00:21:24 INFO  RunTestCase:87 - INPUT data id ConfirmPassword Value 1testvip-128
2020-09-09 00:21:24 INFO  RunTestCase:75 - 7
2020-09-09 00:21:24 INFO  RunTestCase:128 - SELECT ID: What is your father's nickname?
2020-09-09 00:21:24 INFO  RunTestCase:75 - 8
2020-09-09 00:21:24 INFO  RunTestCase:87 - INPUT data id Answer Value Red5
2020-09-09 00:21:24 INFO  RunTestCase:75 - 9
2020-09-09 00:21:24 INFO  RunTestCase:115 - CLICK class register-check-box
2020-09-09 00:21:24 INFO  RunTestCase:75 - 10
2020-09-09 00:21:24 INFO  RunTestCase:111 - CLICK id StepNextButton
2020-09-09 00:21:24 INFO  RunTestCase:62 - End Run Step TestCase
2020-09-09 00:21:24 INFO  RunTestCase:64 - Start Run Check Result TestCase
2020-09-09 00:21:24 INFO  RunTestCase:148 - checkActualResult 1
2020-09-09 00:21:24 INFO  RunTestCase:188 - checkActualResult EQUAL http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1
2020-09-09 00:21:24 INFO  RunTestCase:148 - checkActualResult 2
2020-09-09 00:21:24 INFO  RunTestCase:231 - checkActualResult NOTEMPTY text-danger
2020-09-09 00:21:24 INFO  RunTestCase:358 - VALUE OF CLASS EMPTY: 

2020-09-09 00:21:24 INFO  RunTestCase:360 - Fail
2020-09-09 00:21:24 INFO  RunTestCase:67 - End Run Check Result TestCase
2020-09-09 00:21:25 INFO  RunTestCase:411 - End===========================Đăng kí không thành công | Đăng ký với username rỗng=================================
2020-09-09 00:21:25 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công | Đăng ký với username có ký tự đặt biệt=================================
2020-09-09 00:21:28 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:21:28 INFO  RunTestCase:75 - 1
2020-09-09 00:21:33 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:21:33 INFO  RunTestCase:75 - 2
2020-09-09 00:21:33 INFO  RunTestCase:87 - INPUT data id FullName Value testVip6
2020-09-09 00:21:33 INFO  RunTestCase:75 - 3
2020-09-09 00:21:33 INFO  RunTestCase:87 - INPUT data id Email Value testVip6@gmail.com
2020-09-09 00:21:33 INFO  RunTestCase:75 - 4
2020-09-09 00:21:33 INFO  RunTestCase:87 - INPUT data id UserName Value vip6sd------
2020-09-09 00:21:33 INFO  RunTestCase:75 - 5
2020-09-09 00:21:33 INFO  RunTestCase:87 - INPUT data id Password Value 1testvip-129
2020-09-09 00:21:33 INFO  RunTestCase:75 - 6
2020-09-09 00:21:33 INFO  RunTestCase:87 - INPUT data id ConfirmPassword Value 1testvip-129
2020-09-09 00:21:33 INFO  RunTestCase:75 - 7
2020-09-09 00:21:33 INFO  RunTestCase:128 - SELECT ID: What is your favorite colors?
2020-09-09 00:21:33 INFO  RunTestCase:75 - 8
2020-09-09 00:21:33 INFO  RunTestCase:87 - INPUT data id Answer Value Red6
2020-09-09 00:21:33 INFO  RunTestCase:75 - 9
2020-09-09 00:21:33 INFO  RunTestCase:115 - CLICK class register-check-box
2020-09-09 00:21:33 INFO  RunTestCase:75 - 10
2020-09-09 00:21:33 INFO  RunTestCase:111 - CLICK id StepNextButton
2020-09-09 00:21:33 INFO  RunTestCase:62 - End Run Step TestCase
2020-09-09 00:21:33 INFO  RunTestCase:64 - Start Run Check Result TestCase
2020-09-09 00:21:33 INFO  RunTestCase:148 - checkActualResult 1
2020-09-09 00:21:33 INFO  RunTestCase:188 - checkActualResult EQUAL http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1
2020-09-09 00:21:33 INFO  RunTestCase:148 - checkActualResult 2
2020-09-09 00:21:33 INFO  RunTestCase:231 - checkActualResult NOTEMPTY text-danger
2020-09-09 00:21:33 INFO  RunTestCase:358 - Not EXIST CLASS: text-danger

2020-09-09 00:21:33 INFO  RunTestCase:360 - Fail
2020-09-09 00:21:33 INFO  RunTestCase:67 - End Run Check Result TestCase
2020-09-09 00:21:34 INFO  RunTestCase:411 - End===========================Đăng kí không thành công | Đăng ký với username có ký tự đặt biệt=================================
2020-09-09 00:21:34 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công | Đăng ký với username có hơn 255 ký tự=================================
2020-09-09 00:21:37 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:21:37 INFO  RunTestCase:75 - 1
2020-09-09 00:21:40 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:21:40 INFO  RunTestCase:75 - 2
2020-09-09 00:21:40 INFO  RunTestCase:87 - INPUT data id FullName Value testVip7
2020-09-09 00:21:40 INFO  RunTestCase:75 - 3
2020-09-09 00:21:41 INFO  RunTestCase:87 - INPUT data id Email Value testVip7@gmail.com
2020-09-09 00:21:41 INFO  RunTestCase:75 - 4
2020-09-09 00:21:41 INFO  RunTestCase:87 - INPUT data id UserName Value Calculate the length of your string of text or numbers to check the number of characters it contains! Using our online character counting tool is quick and easy! This tool is great for computer programmers,sss web developers, writers, and other programmers. 
2020-09-09 00:21:41 INFO  RunTestCase:75 - 5
2020-09-09 00:21:41 INFO  RunTestCase:87 - INPUT data id Password Value 1testvip-130
2020-09-09 00:21:41 INFO  RunTestCase:75 - 6
2020-09-09 00:21:41 INFO  RunTestCase:87 - INPUT data id ConfirmPassword Value 1testvip-130
2020-09-09 00:21:41 INFO  RunTestCase:75 - 7
2020-09-09 00:21:41 INFO  RunTestCase:128 - SELECT ID: What is your father's nickname?
2020-09-09 00:21:41 INFO  RunTestCase:75 - 8
2020-09-09 00:21:41 INFO  RunTestCase:87 - INPUT data id Answer Value Red7
2020-09-09 00:21:41 INFO  RunTestCase:75 - 9
2020-09-09 00:21:41 INFO  RunTestCase:115 - CLICK class register-check-box
2020-09-09 00:21:41 INFO  RunTestCase:75 - 10
2020-09-09 00:21:42 INFO  RunTestCase:111 - CLICK id StepNextButton
2020-09-09 00:21:42 INFO  RunTestCase:62 - End Run Step TestCase
2020-09-09 00:21:42 INFO  RunTestCase:64 - Start Run Check Result TestCase
2020-09-09 00:21:42 INFO  RunTestCase:148 - checkActualResult 1
2020-09-09 00:21:42 INFO  RunTestCase:188 - checkActualResult EQUAL http://localhost/supermarketv3/Register.aspx?AspxAutoDetectCookieSupport=1
2020-09-09 00:21:42 INFO  RunTestCase:148 - checkActualResult 2
2020-09-09 00:21:42 INFO  RunTestCase:231 - checkActualResult NOTEMPTY text-danger
2020-09-09 00:21:42 INFO  RunTestCase:353 - same with ExpectedResult
2020-09-09 00:21:42 INFO  RunTestCase:355 - Pass
2020-09-09 00:21:42 INFO  RunTestCase:67 - End Run Check Result TestCase
2020-09-09 00:21:42 INFO  RunTestCase:411 - End===========================Đăng kí không thành công | Đăng ký với username có hơn 255 ký tự=================================
2020-09-09 00:21:42 INFO  RunTestCase:405 - Start=========================Đăng kí không thành công | Đăng ký với mật khẩu rỗng=================================
2020-09-09 00:21:46 INFO  RunTestCase:60 - Start Run Step TestCase
2020-09-09 00:21:46 INFO  RunTestCase:75 - 1
2020-09-09 00:21:46 INFO  RunTestCase:80 - OPENURL http://localhost/supermarketv3/Register.aspx
2020-09-09 00:21:46 INFO  RunTestCase:75 - 2
